gbifID,identifier,species,genus,family,class,phylum,file_name
1482861261,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_28_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861261.mp3
1482861260,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_49_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861260.mp3
1482861259,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_49_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861259.mp3
1482861258,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_34_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861258.mp3
1482861256,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_37_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861256.mp3
1482861255,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_49A_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861255.mp3
1482861253,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_32_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861253.mp3
1482861252,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_36A_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861252.mp3
1482861250,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_50_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861250.mp3
1482861246,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_35_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861246.mp3
1482861245,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_32_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861245.mp3
1482861242,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0119_46_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861242.mp3
1482861241,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_40_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861241.mp3
1482861237,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_48_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861237.mp3
1482861236,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_52_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861236.mp3
1482861223,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_12_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861223.mp3
1482861217,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_15_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861217.mp3
1482861215,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_13_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861215.mp3
1482861173,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_02_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861173.mp3
1482861172,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_27_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861172.mp3
1482861161,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_53_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861161.mp3
1482861149,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_10_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861149.mp3
1482861147,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_41_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861147.mp3
1482861146,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_04_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861146.mp3
1482861142,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_06_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861142.mp3
1482861132,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_43_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861132.mp3
1482861117,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_08_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861117.mp3
1482861099,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_24_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861099.mp3
1482861092,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_08_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861092.mp3
1482861080,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_03_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861080.mp3
1482861079,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_05_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861079.mp3
1482861074,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_01_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861074.mp3
1482861069,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_21_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861069.mp3
1482861062,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_11_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861062.mp3
1482861050,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0122_51_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861050.mp3
1482861034,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_20_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861034.mp3
1482861018,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_17_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861018.mp3
1482861016,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_19_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861016.mp3
1482861015,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_18_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861015.mp3
1482860887,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_14_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482860887.mp3
1451082269,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0430_02_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082269.mp3
1451082268,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0430_01_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082268.mp3
1451082267,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0945_01_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082267.mp3
1451082266,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S1350_10_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082266.mp3
1451082265,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0544_01_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082265.mp3
1451082264,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0294_03_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082264.mp3
1451081544,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_V2369_06_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/1451081544.mp3
1451081543,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_03_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081543.mp3
1451081542,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_01_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081542.mp3
1451081541,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_04_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081541.mp3
1451081540,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_02_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081540.mp3
1451081537,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_32_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081537.mp3
1451081536,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_36_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081536.mp3
1451081535,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_24_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081535.mp3
1451081534,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_35_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081534.mp3
1451081533,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_31_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081533.mp3
1451081532,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0100_43_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081532.mp3
1451081531,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_06_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081531.mp3
1451081530,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_05_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081530.mp3
1451081529,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_07_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081529.mp3
1451081528,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_22_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081528.mp3
1451081527,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_27_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081527.mp3
1451081526,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_25_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081526.mp3
1451081525,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_33_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081525.mp3
1451081524,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0100_44_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081524.mp3
1451081523,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_11_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081523.mp3
1451081522,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_08_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081522.mp3
1451081521,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_09_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081521.mp3
