gbifID,family,file_name
1230056820,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_melpoda/1230056820.mp3
1230056819,Estrildidae,Chordata/Aves/Estrildidae/Euodice/Euodice_cantans/1230056819.mp3
1230056817,Estrildidae,Chordata/Aves/Estrildidae/Euodice/Euodice_cantans/1230056817.mp3
1230056816,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_atricapilla/1230056816.mp3
1230056814,Estrildidae,Chordata/Aves/Estrildidae/Euodice/Euodice_malabarica/1230056814.mp3
1230056813,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_melpoda/1230056813.mp3
1230056811,Estrildidae,Chordata/Aves/Estrildidae/Erythrura/Erythrura_prasina/1230056811.mp3
1230056809,Estrildidae,Chordata/Aves/Estrildidae/Erythrura/Erythrura_gouldiae/1230056809.mp3
1230056808,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_erythronotos/1230056808.mp3
1230056806,Alaudidae,Chordata/Aves/Alaudidae/Eremopterix/Eremopterix_verticalis/1230056806.mp3
1230056804,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_melpoda/1230056804.mp3
1230056803,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_erythronotos/1230056803.mp3
1230056802,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_astrild/1230056802.mp3
1230056801,Estrildidae,Chordata/Aves/Estrildidae/Erythrura/Erythrura_gouldiae/1230056801.mp3
1230056800,Alaudidae,Chordata/Aves/Alaudidae/Eremopterix/Eremopterix_leucotis/1230056800.mp3
1230055520,Alaudidae,Chordata/Aves/Alaudidae/Chersomanes/Chersomanes_albofasciata/1230055520.mp3
1230055515,Alaudidae,Chordata/Aves/Alaudidae/Chersomanes/Chersomanes_albofasciata/1230055515.mp3
1230055471,Alaudidae,Chordata/Aves/Alaudidae/Certhilauda/Certhilauda_curvirostris/1230055471.mp3
1230054854,Alaudidae,Chordata/Aves/Alaudidae/Calendulauda/Calendulauda_sabota/1230054854.mp3
1230054853,Alaudidae,Chordata/Aves/Alaudidae/Calandrella/Calandrella_cinerea/1230054853.mp3
1230054852,Alaudidae,Chordata/Aves/Alaudidae/Calandrella/Calandrella_brachydactyla/1230054852.mp3
1230054851,Alaudidae,Chordata/Aves/Alaudidae/Calandrella/Calandrella_brachydactyla/1230054851.mp3
1230054850,Alaudidae,Chordata/Aves/Alaudidae/Calandrella/Calandrella_rufescens/1230054850.mp3
1230044234,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_amandava/1230044234.mp3
1230044233,Estrildidae,Chordata/Aves/Estrildidae/Amadina/Amadina_erythrocephala/1230044233.mp3
1230044232,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_subflava/1230044232.mp3
1230044231,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_amandava/1230044231.mp3
1230044230,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_amandava/1230044230.mp3
1230044229,Estrildidae,Chordata/Aves/Estrildidae/Amadina/Amadina_erythrocephala/1230044229.mp3
1230044228,Estrildidae,Chordata/Aves/Estrildidae/Amadina/Amadina_fasciata/1230044228.mp3
1230044227,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_subflava/1230044227.mp3
1230044226,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_amandava/1230044226.mp3
1230044225,Estrildidae,Chordata/Aves/Estrildidae/Amadina/Amadina_fasciata/1230044225.mp3
1230044224,Estrildidae,Chordata/Aves/Estrildidae/Amadina/Amadina_fasciata/1230044224.mp3
1230044223,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_amandava/1230044223.mp3
1230044222,Estrildidae,Chordata/Aves/Estrildidae/Amandava/Amandava_amandava/1230044222.mp3
1229954463,Corvidae,Chordata/Aves/Corvidae/Urocissa/Urocissa_erythroryncha/1229954463.mp3
1229954462,Corvidae,Chordata/Aves/Corvidae/Urocissa/Urocissa_erythroryncha/1229954462.mp3
1229954454,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_caboti/1229954454.mp3
1229954452,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_satyra/1229954452.mp3
1229954451,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_caboti/1229954451.mp3
1229954447,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_temminckii/1229954447.mp3
1229954444,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_blythii/1229954444.mp3
1229954435,Phasianidae,Chordata/Aves/Phasianidae/Tetrastes/Tetrastes_bonasia/1229954435.mp3
1229954431,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_temminckii/1229954431.mp3
1229954424,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_temminckii/1229954424.mp3
1229954420,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_satyra/1229954420.mp3
1229954417,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_temminckii/1229954417.mp3
1229954409,Phasianidae,Chordata/Aves/Phasianidae/Tetrao/Tetrao_urogallus/1229954409.mp3
1229954406,Phasianidae,Chordata/Aves/Phasianidae/Tragopan/Tragopan_satyra/1229954406.mp3
1229954398,Phasianidae,Chordata/Aves/Phasianidae/Tetraogallus/Tetraogallus_himalayensis/1229954398.mp3
1229954394,Phasianidae,Chordata/Aves/Phasianidae/Tetraogallus/Tetraogallus_himalayensis/1229954394.mp3
1229954373,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954373.mp3
1229954372,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954372.mp3
1229954371,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954371.mp3
1229954370,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954370.mp3
1229954369,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954369.mp3
1229954368,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_mikado/1229954368.mp3
1229954367,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954367.mp3
1229954366,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_mikado/1229954366.mp3
1229954365,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_ellioti/1229954365.mp3
1229954364,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_humiae/1229954364.mp3
1229954363,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_humiae/1229954363.mp3
1229954362,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_reevesii/1229954362.mp3
1229954361,Phasianidae,Chordata/Aves/Phasianidae/Syrmaticus/Syrmaticus_mikado/1229954361.mp3
1229954323,Phasianidae,Chordata/Aves/Phasianidae/Rollulus/Rollulus_rouloul/1229954323.mp3
1229954300,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_pyrrhocorax/1229954300.mp3
1229954299,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_pyrrhocorax/1229954299.mp3
1229954298,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_graculus/1229954298.mp3
1229954297,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_graculus/1229954297.mp3
1229954296,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_pyrrhocorax/1229954296.mp3
1229954295,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_pyrrhocorax/1229954295.mp3
1229954294,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_pyrrhocorax/1229954294.mp3
1229954293,Corvidae,Chordata/Aves/Corvidae/Pyrrhocorax/Pyrrhocorax_graculus/1229954293.mp3
1229954292,Phasianidae,Chordata/Aves/Phasianidae/Pucrasia/Pucrasia_macrolopha/1229954292.mp3
1229954290,Phasianidae,Chordata/Aves/Phasianidae/Pucrasia/Pucrasia_macrolopha/1229954290.mp3
1229954289,Corvidae,Chordata/Aves/Corvidae/Ptilostomus/Ptilostomus_afer/1229954289.mp3
1229954284,Phasianidae,Chordata/Aves/Phasianidae/Francolinus/Francolinus_adspersus/1229954284.mp3
1229954283,Phasianidae,Chordata/Aves/Phasianidae/Francolinus/Francolinus_adspersus/1229954283.mp3
1229954282,Phasianidae,Chordata/Aves/Phasianidae/Francolinus/Francolinus_adspersus/1229954282.mp3
1229954268,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_bicalcaratum/1229954268.mp3
1229954267,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_chalcurum/1229954267.mp3
1229954266,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_napoleonis/1229954266.mp3
1229954265,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_bicalcaratum/1229954265.mp3
1229954262,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_germaini/1229954262.mp3
1229954261,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_napoleonis/1229954261.mp3
1229954260,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_germaini/1229954260.mp3
1229954259,Phasianidae,Chordata/Aves/Phasianidae/Polyplectron/Polyplectron_napoleonis/1229954259.mp3
1229954253,Corvidae,Chordata/Aves/Corvidae/Platylophus/Platylophus_galericulatus/1229954253.mp3
1229954247,Corvidae,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954247.mp3
1229954246,Corvidae,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954246.mp3
1229954245,Corvidae,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954245.mp3
1229954242,Corvidae,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954242.mp3
1229954240,Corvidae,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954240.mp3
1229954239,Corvidae,Chordata/Aves/Corvidae/Pica/Pica_pica/1229954239.mp3
1229954218,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954218.mp3
1229954217,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954217.mp3
1229954214,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954214.mp3
1229954212,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954212.mp3
1229954211,Phasianidae,Chordata/Aves/Phasianidae/Perdicula/Perdicula_asiatica/1229954211.mp3
1229954210,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954210.mp3
1229954204,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954204.mp3
1229954203,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954203.mp3
1229954202,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954202.mp3
1229954200,Phasianidae,Chordata/Aves/Phasianidae/Perdicula/Perdicula_asiatica/1229954200.mp3
1229954199,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954199.mp3
1229954198,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954198.mp3
1229954196,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954196.mp3
1229954195,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954195.mp3
1229954193,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_muticus/1229954193.mp3
1229954192,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954192.mp3
1229954191,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954191.mp3
1229954189,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_muticus/1229954189.mp3
1229954188,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954188.mp3
1229954185,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954185.mp3
1229954184,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954184.mp3
1229954183,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954183.mp3
1229954182,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954182.mp3
1229954181,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954181.mp3
1229954179,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954179.mp3
1229954178,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954178.mp3
1229954176,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1229954176.mp3
1229954174,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954174.mp3
1229954173,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954173.mp3
1229954172,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_muticus/1229954172.mp3
1229954170,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954170.mp3
1229954169,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954169.mp3
1229954167,Phasianidae,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/1229954167.mp3
1229953788,Corvidae,Chordata/Aves/Corvidae/Nucifraga/Nucifraga_caryocatactes/1229953788.mp3
1229953774,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_ocellata/1229953774.mp3
1229953768,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_ocellata/1229953768.mp3
1229953765,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_gallopavo/1229953765.mp3
1229953759,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_gallopavo/1229953759.mp3
1229953758,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_gallopavo/1229953758.mp3
1229953754,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_gallopavo/1229953754.mp3
1229953753,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_gallopavo/1229953753.mp3
1229953750,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_gallopavo/1229953750.mp3
1229953742,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_ocellata/1229953742.mp3
1229953740,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_ocellata/1229953740.mp3
1229953739,Phasianidae,Chordata/Aves/Phasianidae/Meleagris/Meleagris_ocellata/1229953739.mp3
1229953737,Phasianidae,Chordata/Aves/Phasianidae/Lyrurus/Lyrurus_tetrix/1229953737.mp3
1229953736,Phasianidae,Chordata/Aves/Phasianidae/Lyrurus/Lyrurus_tetrix/1229953736.mp3
1229953731,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_ignita/1229953731.mp3
1229953730,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_edwardsi/1229953730.mp3
1229953727,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_nycthemera/1229953727.mp3
1229953726,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_nycthemera/1229953726.mp3
1229953723,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_ignita/1229953723.mp3
1229953722,Phasianidae,Chordata/Aves/Phasianidae/Lophophorus/Lophophorus_impejanus/1229953722.mp3
1229953721,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_nycthemera/1229953721.mp3
1229953719,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_diardi/1229953719.mp3
1229953718,Phasianidae,Chordata/Aves/Phasianidae/Lophura/Lophura_erythrophthalma/1229953718.mp3
