,gbifID,identifier,species,genus,family,class,phylum,file_name
25,1482861334,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_18_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861334.mp3
26,1482861325,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_16_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861325.mp3
27,1482861312,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_07_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861312.mp3
28,1482861309,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_30_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861309.mp3
29,1482861270,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_55_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861270.mp3
30,1482861269,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0125_57_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861269.mp3
31,1482861268,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_42_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861268.mp3
32,1482861267,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0122_49A_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861267.mp3
33,1482861266,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0119_47_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861266.mp3
34,1482861265,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_33_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861265.mp3
35,1482861264,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_31_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861264.mp3
36,1482861263,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_36_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861263.mp3
37,1482861261,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_28_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861261.mp3
38,1482861260,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_49_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861260.mp3
39,1482861259,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_49_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861259.mp3
40,1482861258,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_34_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861258.mp3
41,1482861256,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_37_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861256.mp3
42,1482861255,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_49A_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861255.mp3
43,1482861253,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_32_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861253.mp3
44,1482861252,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_36A_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861252.mp3
45,1482861250,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0121_50_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861250.mp3
46,1482861246,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_35_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861246.mp3
47,1482861245,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0113_32_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861245.mp3
48,1482861242,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0119_46_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861242.mp3
49,1482861241,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_40_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861241.mp3
50,1482861237,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_48_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861237.mp3
51,1482861236,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_52_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861236.mp3
52,1482861223,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_12_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861223.mp3
53,1482861217,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_15_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861217.mp3
54,1482861215,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_13_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861215.mp3
55,1482861173,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_02_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861173.mp3
56,1482861172,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0112_27_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861172.mp3
57,1482861161,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0124_53_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861161.mp3
58,1482861149,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_10_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861149.mp3
59,1482861147,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_41_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861147.mp3
60,1482861146,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_04_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861146.mp3
61,1482861142,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_06_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861142.mp3
62,1482861132,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0117_43_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861132.mp3
63,1482861117,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_08_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861117.mp3
64,1482861099,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_24_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861099.mp3
65,1482861092,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_08_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861092.mp3
66,1482861080,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_03_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861080.mp3
67,1482861079,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_05_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861079.mp3
68,1482861074,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0109_01_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861074.mp3
69,1482861069,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_21_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861069.mp3
70,1482861062,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_11_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861062.mp3
71,1482861050,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0122_51_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861050.mp3
72,1482861034,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_20_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861034.mp3
73,1482861018,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_17_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861018.mp3
74,1482861016,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0111_19_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861016.mp3
75,1482861015,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_18_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861015.mp3
76,1482860887,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0110_14_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482860887.mp3
77,1451082269,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0430_02_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082269.mp3
78,1451082268,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0430_01_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082268.mp3
79,1451082267,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0945_01_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082267.mp3
80,1451082266,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S1350_10_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082266.mp3
81,1451082265,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0544_01_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082265.mp3
82,1451082264,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0294_03_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/1451082264.mp3
83,1451081544,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_V2369_06_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/1451081544.mp3
84,1451081543,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_03_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081543.mp3
85,1451081542,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_01_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081542.mp3
86,1451081541,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_04_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081541.mp3
87,1451081540,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2369_02_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/1451081540.mp3
88,1451081537,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_32_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081537.mp3
89,1451081536,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_36_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081536.mp3
90,1451081535,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_24_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081535.mp3
91,1451081534,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_35_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081534.mp3
92,1451081533,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_31_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081533.mp3
93,1451081532,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0100_43_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081532.mp3
94,1451081531,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_06_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081531.mp3
95,1451081530,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_05_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081530.mp3
96,1451081529,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_07_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081529.mp3
97,1451081528,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_22_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081528.mp3
98,1451081527,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_27_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081527.mp3
99,1451081526,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_25_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081526.mp3
100,1451081525,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0099_33_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081525.mp3
101,1451081524,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0100_44_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081524.mp3
102,1451081523,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_11_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081523.mp3
103,1451081522,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_08_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081522.mp3
